Epoch,Accuracy,Precision,Recall,F1
1,0.8578583521444695,0.47784343953580705,0.466049189055419,0.4673850617967828
2,0.8694977426636569,0.48610103446268704,0.46472897340404024,0.47481393231936786
3,0.8623730248306998,0.4795332117401589,0.46595306615297316,0.4678317453576855
4,0.8755643340857788,0.6593574560376182,0.51100452495227,0.521962017687261
5,0.8819130925507901,0.7222706383747348,0.5826546004428949,0.6173331523836743
6,0.8749294582392777,0.6597127879451229,0.5732419545722368,0.6036902004395971
7,0.884734762979684,0.7485471651925225,0.6056723226186401,0.6433938294197231
8,0.8834650112866818,0.8598140496660175,0.5035413717962405,0.5425780883082123
9,0.8867804740406321,0.8273512832378508,0.574958935701066,0.6352403439869668
10,0.8982787810383747,0.7458207432823829,0.660992440307942,0.6861777260898835
11,0.8989841986455982,0.8606965738345606,0.6421137718507116,0.7006279910401055
12,0.8999012415349887,0.7331113759709954,0.7217681523672033,0.7249991113846409
13,0.9005361173814899,0.8326248994438874,0.6801894536991187,0.7168854943316583
14,0.9049097065462754,0.8503244896769494,0.7615857833876003,0.7983733447193505
15,0.9070965011286681,0.8381200804341283,0.7766349908442075,0.799075158019276
16,0.9133041760722348,0.8408813476917646,0.7811382399761596,0.809061162889963
17,0.9137274266365688,0.8166117011539485,0.7967013119438427,0.8000587419280851
18,0.9126693002257337,0.8463880207066136,0.8197395285034782,0.8321365560510965
19,0.9123871331828443,0.824873946180519,0.8094098918319684,0.8161018602521254
20,0.9166196388261851,0.8331045832166559,0.8344980654662364,0.8324726034300297
