Epoch,Train Loss,Val Loss,Test Loss
1,0.39784057199536466,0.28330484864382255,0.28447377489442194
2,0.2811635525974551,0.29695946357808745,0.29877225413421754
3,0.26953603280761934,0.25772850432509525,0.262773675758614
4,0.26106836864135324,0.25768457985645166,0.2613724727750421
5,0.25532697578817526,0.2488893620363711,0.25149205382799145
6,0.25040999404887215,0.2544988941489722,0.2549405163377828
7,0.24379062554653258,0.2615905267713068,0.2659591978074666
8,0.24182578385079997,0.24257105183539207,0.24525350739419213
9,0.23701964256446958,0.24196400710195357,0.24343801848445973
10,0.23283261142239395,0.23383380936529463,0.23297500626419487
