Epoch,Accuracy,Precision,Recall,F1
1,0.9519441112130407,0.7590470492850026,0.7205968074346936,0.7328361521746828
2,0.9228000846799802,0.6921645389216453,0.7629702644149573,0.7037418627955083
3,0.9590713428833533,0.823240443968943,0.7478517560991174,0.7740579368868843
4,0.9475689789005716,0.7720829557535629,0.8048564101883555,0.785840619510793
5,0.9590007762331522,0.8357673828545257,0.7302290694274941,0.769582570021263
6,0.9575894432291299,0.8408086566141324,0.6985457067092022,0.7437422899222319
7,0.9549784771716887,0.782290901749865,0.8174789885668566,0.7986422546583576
8,0.9429821466374991,0.8282236731157682,0.5946827851756973,0.6613407705571448
9,0.9608355091383812,0.836919825736403,0.7771208437840407,0.8034228739430747
10,0.957660009879331,0.8263988180086439,0.707885573746518,0.7560316386471505
