Epoch,Train Loss,Val Loss,Test Loss
1,0.31330107656531875,0.1335847989621036,0.32727520734991117
2,0.20316197059342153,0.14673957699735946,0.4343934558404908
3,0.18572084965893662,0.11579570353136702,0.34509762110813597
4,0.17750610716487514,0.1235130791813713,0.3321309709342404
5,0.17557125102024834,0.13961890873504693,0.34736527916574533
6,0.16803722413475158,0.12340846374664123,0.3837609341435511
7,0.16510911305655093,0.11971734906372329,0.3359125824399835
8,0.1634638692257512,0.1370722959506542,0.3664917289339093
9,0.16185601543121855,0.11276171627062372,0.3497126713827523
10,0.16040137240080807,0.13581012286910502,0.41088984007335144
