Epoch,Train Loss,Val Loss,Test Loss,LR
1,0.5547247736359489,0.8315985283757887,0.7446122766381763,0.001
2,0.45123536475304904,0.7273879713301346,0.6310179179186657,0.001
3,0.4075191417504159,0.669438159476167,0.6647107354564514,0.001
4,0.37977068627711164,0.7058291765484656,0.6925414235702859,0.001
5,0.3630166010324327,0.6148854441893495,0.6114246831794383,0.001
6,0.3616444010961795,0.5938492361842564,0.562140693925724,0.001
7,0.34824118223828543,0.6116294429577724,0.5503520039420314,0.001
8,0.34223194126307915,0.5997233889880098,0.5622673722629431,0.001
9,0.3352468603504412,0.6424621632989307,0.5708647795165152,0.001
10,0.33548423268351707,0.576240462596477,0.5991211728585624,0.001
11,0.3266001292067351,0.5791676295189985,0.6586911274784879,0.001
12,0.3298681571672055,0.6560287147716167,0.645725859321223,0.001
13,0.3193994742842995,0.5474124108387537,0.7375289696620336,0.001
14,0.32460459280864373,0.5734857156348196,0.5776194564658372,0.001
15,0.31498700448784633,0.5640028654539684,0.6380345579543246,0.001
16,0.3107185905784163,0.5498145170301614,0.6209115127358125,0.001
17,0.31725952733713614,0.519751443495347,0.616645066206815,0.001
18,0.30740701547753424,0.5142090940288302,0.5804288645669446,0.001
19,0.30414946528993203,0.5900205008756303,0.6331675454771009,0.001
20,0.30203477252455097,0.5157444016548963,0.585361688642587,0.001
21,0.3030899436987231,0.4755237485483209,0.645619486804069,0.001
22,0.3026748707010448,0.51125775881138,0.596288471391182,0.001
23,0.3009109683727042,0.48914231418226517,0.5450078753109094,0.001
24,0.30033654663630155,0.6333835228844844,0.568540046654456,0.001
25,0.3054958423597255,0.5515461949541866,0.5679113835474668,0.001
26,0.292565883058702,0.5035924475213038,0.610973251106933,0.001
27,0.29214697549591845,0.5427892267581464,0.631271027095115,0.0005
28,0.2857303142684226,0.47617332956475195,0.5849808648151582,0.0005
29,0.28232402917663685,0.4994409616331521,0.634403613429704,0.0005
30,0.27827404719216714,0.5205308530706616,0.6516247184331506,0.0005
31,0.2795810905726609,0.525377888278253,0.6337541426690912,0.0005
32,0.2776694447622225,0.5566007130799905,0.5700268426522102,0.0005
33,0.2741955161349136,0.5022597219048168,0.6333240177858924,0.00025
34,0.2726784245335352,0.5398110694960708,0.6001304766355011,0.00025
35,0.2714717706984329,0.4936673112700345,0.6417548384641782,0.00025
36,0.2706224770547401,0.4880880299530283,0.6474422264614742,0.00025
37,0.26836998793653777,0.537645764268471,0.6339789656164728,0.00025
38,0.2676353815922923,0.5061560822920209,0.6046240977911418,0.00025
39,0.2680111820316694,0.5194335931766997,0.6154134620452185,0.000125
40,0.2646926947365533,0.5024710845406879,0.6441475662425139,0.000125
41,0.26316680522398844,0.521664604398231,0.6167424906572379,0.000125
42,0.2621056887604873,0.4960109658769198,0.6017559630298032,0.000125
43,0.26313636456200784,0.49857570246783917,0.641174159730383,0.000125
44,0.2632351679202261,0.49067202106045243,0.6396101367938782,0.000125
45,0.2636479782230049,0.4998790173816991,0.6487204402783245,6.25e-05
46,0.259184805439417,0.49419310179188847,0.6212049350247565,6.25e-05
47,0.2606673114504499,0.4939952596005708,0.6161345363111635,6.25e-05
48,0.2599826757493268,0.4930339434725599,0.6361563818018706,6.25e-05
49,0.25954086688458305,0.4962214108272148,0.6504153755274972,6.25e-05
50,0.2588478926191834,0.5128967965251577,0.617623484016978,6.25e-05
