Epoch,Accuracy,Precision,Recall,F1
1,0.5987799155326138,0.14969497888315345,0.25,0.18726152039917815
2,0.6466447677146879,0.2957523060740101,0.34245457916203187,0.3154758416021067
3,0.6855936180197091,0.4261743433536202,0.3731748546282492,0.3350456624272796
4,0.7104645706241202,0.44606590391589207,0.41283821213989674,0.3838653373267134
5,0.683247301736274,0.4003792936277081,0.3517302925988219,0.32806880437742886
6,0.7705302674800563,0.5304413785643333,0.4862023803118985,0.4810293276936878
7,0.7480056311590803,0.43765338720001934,0.44300932317151204,0.3985013653654909
8,0.7536367902393243,0.4819448046811643,0.44887701842353556,0.41922757125778454
9,0.7648991083998123,0.7603951680821487,0.47339684049119785,0.45648962098717216
10,0.7855466916940403,0.5432476275116709,0.5006003418352252,0.4952667425694154
11,0.7353355232285312,0.439557808633788,0.4147279251877831,0.3872830634545717
12,0.7724073205068043,0.7668551000544841,0.4774114408560838,0.4681998117817693
13,0.8113561708118254,0.7228141085067915,0.5631712695694727,0.5944624787882773
14,0.7606757390896293,0.4475520522728174,0.4527172963910549,0.40839051701132767
15,0.7939934303144064,0.7952137875030504,0.5025972545487033,0.5046765182534163
16,0.8244955419990615,0.7077950629347787,0.5872229671827105,0.584592764039823
17,0.7559831065227592,0.49214647857120974,0.4416448096151403,0.42628801502719676
18,0.7855466916940403,0.7834745384536924,0.4908803785153552,0.48887810348566163
19,0.7855466916940403,0.5203769541065156,0.4903438156574185,0.4599791847913003
20,0.7972782731112154,0.801368230963008,0.509304177014818,0.5195746410085306
21,0.7611450023463163,0.49856074728733585,0.44816954499494055,0.43483584375858797
22,0.8019709056780854,0.8065622441242754,0.5154015808059995,0.5281238474398054
23,0.8029094321914594,0.5471031909564263,0.508091766143656,0.49477918499995166
24,0.7939934303144064,0.7943373789680247,0.5024142893264728,0.5050196124237645
25,0.8559361801970906,0.8496814486163173,0.5995588227561776,0.6076135000104947
26,0.7949319568277804,0.7953704854961281,0.5024402084117924,0.5062806798919842
27,0.8165180666353824,0.8152386751587218,0.5322001526601732,0.5305539339750664
28,0.8047864852182074,0.80498485349005,0.5154148584102478,0.5165497970040666
29,0.7968090098545284,0.8033744131331251,0.5085727762002236,0.5245329072081389
30,0.8061942749882685,0.8051479049728909,0.5163685631493796,0.5164619851237737
31,0.8648521820741436,0.8585922576397357,0.6150959060145141,0.6200754037606784
32,0.8554669169404036,0.8492278979052074,0.5938579032741612,0.6032864419207415
33,0.7996245893946504,0.7979489146690372,0.5078892149000611,0.5075122307085063
34,0.8545283904270295,0.848788115190776,0.600748109024095,0.6154892311035751
35,0.8221492257156264,0.5675288192423344,0.5313697102836846,0.5233509441585745
36,0.7883622712341624,0.7772109888790879,0.49038240087064844,0.4797805782239384
37,0.8329422806194275,0.5797106009478858,0.550230403345285,0.5461780230383664
38,0.8357578601595496,0.8337343293306647,0.5599095209846943,0.5652807954359204
39,0.8240262787423744,0.82249270429824,0.5421959810066295,0.5484388715951022
40,0.8479587048334115,0.8465108280190206,0.578088032969114,0.58426150252708
41,0.8235570154856875,0.8225811515629826,0.5416341257972783,0.5488235092318939
42,0.8099483810417645,0.8088471015810585,0.5225261298744758,0.527543421067274
43,0.8310652275926795,0.8304813343077251,0.5522138717949368,0.5584280049726718
44,0.7972782731112154,0.5439156435591928,0.49619701974178937,0.48694001866671505
45,0.8338808071328015,0.5807775559289333,0.5490105878595024,0.5432133889958427
46,0.8282496480525575,0.8259483602250322,0.547876854392954,0.5527500900972134
47,0.8338808071328015,0.8321717588154411,0.5563921447754382,0.5632484571582236
48,0.8427968090098545,0.8416054545012771,0.5696233425470258,0.5785620614883954
49,0.8474894415767246,0.8461987013705997,0.5770391433115568,0.587800389272636
50,0.8179258564054435,0.8148478171950256,0.532349334108136,0.5346091064266616
