Epoch,Accuracy,Precision,Recall,F1
1,0.9363591514553528,0.5757580660519227,0.5260914880193024,0.5470317079563887
2,0.9344562689407288,0.6506174924725934,0.5448012737081518,0.5874546173385816
3,0.9220522940305871,0.5984200129419337,0.6064719086113144,0.5986171521978478
4,0.9338219747691874,0.5923479294349357,0.5440720115300728,0.5656259304543448
5,0.9355134258932977,0.6227088535130362,0.5871061916129748,0.6022213033516277
6,0.9343857918105575,0.6329978517192402,0.6031010455875961,0.6146165774241993
7,0.928818098527028,0.6059918988057361,0.5776582239667127,0.5899686501078665
8,0.9164846007470576,0.5608148595169393,0.5869881894364507,0.5685604953876252
9,0.9245894707167525,0.47605991215609794,0.47979043516345854,0.4777165554485271
10,0.926915216012404,0.6170398616547713,0.502407552136998,0.5440529294860267
