Epoch,Accuracy,Precision,Recall,F1
1,0.8886461343294101,0.5113703752218022,0.5161329745857763,0.5131677611114475
2,0.8801184015786877,0.5085833060716053,0.5374135608985978,0.5209555355566979
3,0.898935795334414,0.6748589009559942,0.5536649387555395,0.577546075231787
4,0.8980900697723588,0.6714512637557672,0.5712488466301465,0.5777391865344891
5,0.901120586369723,0.6688377932587416,0.560472633535217,0.585976480595014
6,0.8949890760448235,0.8048574546396563,0.6155497647255667,0.6489205600661634
7,0.897314821340475,0.8263643452128764,0.6859785303812932,0.7362950648273988
8,0.9021072661921207,0.8313944853157692,0.71710149340243,0.7545706605690733
9,0.9016139262809219,0.8175239219728252,0.6451367736751794,0.7076116743188082
10,0.9060539854817112,0.8012293683377075,0.7243140904713888,0.7527025476514928
