Epoch,Accuracy,Precision,Recall,F1
1,0.6683121767748001,0.28316586828902424,0.34682010430339516,0.3117112753283439
2,0.7268453220498354,0.3305781095396077,0.41527926555121375,0.3653490950250473
3,0.6791255289139634,0.3449642595307918,0.43440522170757834,0.36038771520637564
4,0.7362482369534555,0.3354099690167931,0.4218824650603743,0.3709491313373014
5,0.7367183826986365,0.3359175833769862,0.42273866819551104,0.37152861683845195
6,0.7590503055947344,0.35636418249220286,0.4550245042571275,0.3924179675840984
7,0.7602256699576869,0.3601106299131791,0.4612747242799596,0.39512058533335725
8,0.7588152327221439,0.39889242113343776,0.4493309696318477,0.3913513954180689
9,0.7531734837799718,0.3488225093364741,0.4423493032191226,0.3853314938298824
10,0.7602256699576869,0.3550032487414922,0.4520689689855816,0.39155516102414
11,0.7162670427832628,0.3196060168288727,0.3973298029098334,0.3531685148317627
12,0.7731546779501646,0.5146926230913218,0.47621643335818586,0.4453868467493016
13,0.6871180065820405,0.2955247750189743,0.362163553657911,0.325423627923238
14,0.767277856135402,0.5085779552399343,0.4629390243022921,0.41511035486803033
15,0.7132110954395863,0.3524419887788838,0.44831412219690914,0.37588139413436306
16,0.7581100141043724,0.4059079683955687,0.454542510911889,0.39244835811910983
17,0.7719793135872121,0.530804281113081,0.4926965078832696,0.4566533519040333
18,0.7632816173013635,0.5412972635869088,0.45965130463799014,0.4191182003466274
19,0.7588152327221439,0.4429472563284477,0.46108724721138156,0.3951267634328264
20,0.7820874471086037,0.526314404924927,0.48682506390126223,0.46198111057128194
21,0.7411847672778561,0.46281412434003194,0.42527838794679973,0.37492113811361494
22,0.7611659614480489,0.5846872529285896,0.4535869780029117,0.39853729351532347
23,0.7675129290079925,0.5494349180886207,0.4657285822245426,0.40393358734026236
24,0.7846732487070992,0.5306318266412461,0.4891080356593664,0.46895670790412547
25,0.7830277385989657,0.5337806440598318,0.4875861494736059,0.45803443244483255
26,0.771509167842031,0.5240040100269828,0.4657725557045309,0.4354430381769047
27,0.7785613540197461,0.5362814273556484,0.4860030817427168,0.44752299622369857
28,0.7839680300893277,0.5292095251177131,0.4893532419524974,0.4626291705388269
29,0.7834978843441467,0.527337424636069,0.4897424561251676,0.4609579197382939
30,0.7844381758345087,0.5282241977651948,0.49038383649688166,0.46186187147401153
31,0.7804419370004702,0.5494030917573486,0.4816269433231685,0.44517443126127787
32,0.7320169252468265,0.3313409448431816,0.415162967768541,0.3663846258028185
33,0.7190879172543488,0.32156846129457684,0.4001655828970595,0.35531451246985024
34,0.7531734837799718,0.5198035769716944,0.44395251668263547,0.42230945919698504
35,0.7343676539727315,0.4957756199230573,0.42311955811346663,0.40359063575417664
36,0.7726845322049836,0.5675327282597468,0.4709920913777412,0.41673131968694155
37,0.7813822284908322,0.5343484341042406,0.49813365373631513,0.4740816408095508
38,0.7498824635637047,0.5150827180087076,0.4381688262339392,0.3978293825883846
39,0.8345086976962859,0.5740191463370818,0.5715288009818116,0.5690561276460129
40,0.814057357780912,0.5547145774440485,0.5382199451021964,0.5402259623617393
41,0.7726845322049836,0.541038653336016,0.5162666368347484,0.49949230361541064
42,0.7987776210625294,0.5544112233792375,0.5229378724464986,0.51154929568026
43,0.7733897508227551,0.520250159967622,0.47257983588907987,0.43689884677111324
44,0.7792665726375176,0.5292849445342035,0.4794907772231591,0.4650067671532466
45,0.7778561354019746,0.5463763498636346,0.5254404594590696,0.5110760276242703
46,0.7750352609308886,0.5389975267127209,0.4813151395382729,0.4432231527826409
47,0.7968970380818053,0.5452599536327914,0.5237471488909495,0.5133311797068636
48,0.8006582040432534,0.5500619064830232,0.5254060329666461,0.5167067083757824
49,0.7945463093559003,0.5441127021658206,0.5055781366220067,0.49897639620511147
50,0.8081805359661495,0.5514943682941547,0.5486388258133743,0.5417554820215658
