Epoch,Train Loss,Val Loss,Test Loss,LR
1,0.7472220826316888,1.1569877132906259,0.8202326577462707,0.001
2,0.45461204267843386,0.7686337163782858,0.6035203803933769,0.001
3,0.33318230526548037,0.7088696519459206,0.4853041392153611,0.001
4,0.27154882453097184,0.5922669929442189,0.46437057084961153,0.001
5,0.26623074630616417,0.7378885421127515,0.48005835512667855,0.001
6,0.24806416251769728,0.46036052870280525,0.5013075988933773,0.001
7,0.2327388626708831,0.5255664131105477,0.45197928200748144,0.001
8,0.2221059484620929,0.4881750370263494,0.40338251644991086,0.001
9,0.22248577338229242,0.46362087501152643,0.42176670266786465,0.001
10,0.2161715478544504,0.4279997538004275,0.4750921028368577,0.001
11,0.22356450476456935,0.5848267546901676,0.35454305084811194,0.001
12,0.2153120553469514,0.45333584000503774,0.3797205435116489,0.001
13,0.2059921761273858,0.3884256113476174,0.4233316527683933,0.001
14,0.20588602835023906,0.51413933469174,0.3447912339031948,0.001
15,0.2069910443045004,0.4208076119926377,0.3863518247857221,0.001
16,0.20493330166973098,0.40743316881313174,0.5010206516725476,0.001
17,0.20859235025027867,0.4995587484649737,0.3319057234851814,0.001
18,0.20168798297823554,0.42850600836815156,0.3401188475321515,0.001
19,0.1949774145240515,0.43730347562652977,0.3887612278446912,0.0005
20,0.19377743361941285,0.4011003390437054,0.3528046539164328,0.0005
21,0.18804561080227436,0.5009172115875263,0.33058063212497196,0.0005
22,0.18762635176990114,0.41087441755426374,0.34548939496684333,0.0005
23,0.18360804068130746,0.39248369978885034,0.35206676790939145,0.0005
24,0.1864187191249859,0.40856257866996376,0.3494697982635033,0.0005
25,0.1852188219127041,0.32198756305279724,0.4281659230051439,0.0005
26,0.18173998407195033,0.4048036039434985,0.3331114882205585,0.0005
27,0.177548910338634,0.3673161574089152,0.345912889967721,0.0005
28,0.17945991057745167,0.38542040027345864,0.32110011233571883,0.0005
29,0.17980840706249598,0.42748525481389643,0.34068339744234016,0.0005
30,0.180798246203294,0.3831804422832106,0.32162480385635783,0.0005
31,0.18393354324747618,0.31946267758888125,0.4433549322303278,0.0005
32,0.1791866663715969,0.31571712301181326,0.40353434536726696,0.0005
33,0.1814290971463355,0.3944232945205012,0.3315000648176318,0.0005
34,0.18109723630565513,0.3191419864752549,0.4072640454584531,0.0005
35,0.17727138442652565,0.36648146498376694,0.3436868447532457,0.0005
36,0.17781047401293903,0.44764869780061617,0.3143133730437486,0.0005
37,0.1811621285660166,0.34930865230945174,0.34792479946824767,0.0005
38,0.17557197619731757,0.34133407704318874,0.33976980863407374,0.00025
39,0.1685431399395768,0.36107249504129185,0.3233161704577173,0.00025
40,0.1688930351009791,0.3258242438455973,0.3569462734564321,0.00025
41,0.17038521259963152,0.35932767837330637,0.3280583582031844,0.00025
42,0.1719440977578192,0.3826076182637736,0.31290531787778336,0.00025
43,0.17059909761911426,0.3451524515042334,0.3171230880714033,0.00025
44,0.16779971142529962,0.41600823649242413,0.31379971860552663,0.000125
45,0.166675620155795,0.3415412534883133,0.32968787118226134,0.000125
46,0.16569046773900928,0.3479662939507544,0.32002610292640554,0.000125
47,0.16573118571064602,0.3428674674772534,0.32079655208927765,0.000125
48,0.16385619769873513,0.3305458120900328,0.32495254848776484,0.000125
49,0.16447462127122361,0.32524235868946255,0.3356568493344089,0.000125
50,0.16303085627810096,0.36477337776915336,0.31685351587024335,6.25e-05
