Epoch,Train Loss,Val Loss,Test Loss
1,0.40117142397036243,0.18500086236480098,0.4556648750718309
2,0.27639128171945465,0.18854307248752947,0.4694629689109576
3,0.26141404080959246,0.17930751305156098,0.43727879948854076
4,0.2512742199030068,0.17665807812713977,0.5298022323993914
5,0.24414961051265802,0.1818468281338979,0.5479857175242824
6,0.24035753963114967,0.17880155789773267,0.5014498042159204
7,0.2333507195145736,0.1785411847730989,0.4963508511056563
8,0.2291561757831317,0.19326702530699752,0.517322824146273
9,0.22379374388803341,0.1724384679848195,0.47836281230650574
10,0.21773485105797996,0.19330438462731822,0.5207557237767975
