Epoch,Train Loss,Val Loss,Test Loss,LR
1,0.534440934528188,0.8067372993885293,0.6338597996222564,0.0009755527298894294
2,0.4317380508584259,0.6541944208056204,0.5798652936552521,0.0009046039886902864
3,0.40543033975833287,0.6900893883537947,0.7532049372659135,0.0007940987335200904
4,0.38677438392632435,0.6209869038046096,0.590900409513087,0.0006548539886902864
5,0.3671586385578432,0.6405793647382533,0.6626956229709828,0.0005005000000000001
6,0.35422664487862143,0.5682080035988061,0.6240074902730869,0.0003461460113097139
7,0.34815031854543427,0.5850411367435823,0.6236276093311696,0.00020690126647990973
8,0.33745026775351894,0.5391631835080302,0.6090165358168114,9.639601130971382e-05
9,0.33510067917695185,0.5759581648311164,0.5990852888167381,2.5447270110570814e-05
10,0.33305168333663,0.5472791506565116,0.588864428059955,0.001
11,0.38940682752019157,0.6742029756661828,0.6012278801407341,0.0009938503261272714
12,0.35394778951734546,0.4899033148259408,0.6707801355069155,0.0009755527298894294
13,0.3471064962293557,0.696670739496189,0.7861370607390895,0.0009455577588320898
14,0.34053257757272476,0.49386831895832706,0.5978079912076267,0.0009046039886902864
15,0.33953369909980113,0.6208401490208664,0.6234159480533411,0.0008536998372026805
16,0.3351490339592214,0.5337184969181231,0.5487125530229469,0.0007940987335200904
17,0.32812020270886044,0.5131779455093358,0.622486009444213,0.0007272682546199037
18,0.32174822856698804,0.5308081328941769,0.5409969788344186,0.0006548539886902864
19,0.32304312955714026,0.5510943032690373,0.5371875487194411,0.0005786390152875954
20,0.31780640805547083,0.4821577436683877,0.5793776668513612,0.0005005000000000001
21,0.3144513569503135,0.5912619190405289,0.5973303866711479,0.00042236098471240487
22,0.31183574224755745,0.5522695176557234,0.5068441407748887,0.0003461460113097139
23,0.3083352730316957,0.5344877801614419,0.5821742822880693,0.00027373174538009644
24,0.3059542773757904,0.4759879819332365,0.5656006416077338,0.00020690126647990973
25,0.30331428995027837,0.47731117518023436,0.5703632383487793,0.00014730016279731955
26,0.2993322723692402,0.5064866145689402,0.6147517406946065,9.639601130971382e-05
27,0.30192064867230556,0.5002356093153787,0.5805719403745313,5.544224116791029e-05
28,0.29970946659231584,0.47684122531874684,0.5679177994116069,2.5447270110570814e-05
29,0.2965856512516705,0.47726740830208575,0.5770752258742422,7.149673872728739e-06
30,0.29616004087169384,0.47754576102563157,0.5762453585316667,0.001
31,0.32003885901675083,0.5121463607166087,0.5879103669438723,0.0009984602081996976
32,0.3146025867799891,0.6424448398306075,0.5971799601564735,0.0009938503261272714
33,0.316424108078231,0.646518961887248,0.6623103031262468,0.0009861987752386395
34,0.31353425806664403,0.5534863858285601,0.6788939768347765,0.0009755527298894294
35,0.3194989179090303,0.6225321137856541,0.5536177833146426,0.0009619778264893878
36,0.3143726218215741,0.507382666175685,0.6254246539782626,0.0009455577588320898
37,0.3113287482043789,0.5138968539873701,0.5748025078867656,0.0009263937620948692
38,0.30895782173998043,0.5588962487136655,0.6001957533894204,0.0009046039886902864
39,0.30778542727353586,0.4561919988167823,0.6317096769277288,0.0008803227798172156
40,0.30945333853325707,0.46758758179617055,0.6222509221678673,0.0008536998372026805
41,0.3055410320275641,0.5157275028732795,0.6553128192163601,0.000824899300140927
42,0.30370484348430626,0.48892825789853395,0.6033039115716103,0.0007940987335200904
43,0.3008706924188804,0.48339111312699395,0.561828204371529,0.0007614880330756165
44,0.3045885659340293,0.5112425465917302,0.6145481010193997,0.0007272682546199037
45,0.2940243089751845,0.5084118847626856,0.6363430914600858,0.0006916503744663625
46,0.2956600852581267,0.5185527759052456,0.5905835089629728,0.0006548539886902864
47,0.29107441988515464,0.48625344865045544,0.6239451199671894,0.0006171059592460249
48,0.2918194382414458,0.4726056294217931,0.6142170077542716,0.0005786390152875954
49,0.2902296010697016,0.4857344070519693,0.610315969699865,0.0005396903183160586
50,0.29066094682712795,0.480020286860934,0.6627332962730652,0.0005005000000000001
