Epoch,Train Loss,Val Loss,Test Loss,LR
1,0.3936585147453687,0.5826469286098289,0.6309667844696907,0.001
2,0.31984453723978246,0.597773955882663,0.5544350854036467,0.001
3,0.30334401076925727,0.6019427076555935,0.7192468174448574,0.001
4,0.2886169394387331,0.6004424070132739,0.7145931548978227,0.001
5,0.27647741082546484,0.5195128134495983,0.5835309641865315,0.001
6,0.26738771635424546,0.5608184364402147,0.7354058069526934,0.001
7,0.2562063340785136,0.5767453710744174,0.7286287421789135,0.001
8,0.24523465506783276,0.6953247929574476,0.7693946878290907,0.001
9,0.23572470942125776,0.6700885694892843,0.7725940852693153,0.001
10,0.22407578035035225,0.7093433251076383,0.8116819119421114,0.001
11,0.21508046273834366,0.799272494907093,0.8123380908745083,0.0005
12,0.1909438269637218,0.7178850457055995,1.0395450305601288,0.0005
13,0.184032287043567,0.8241109490077315,1.0591553008050147,0.0005
14,0.1783053511472822,0.9537350880132694,1.1130797428025658,0.0005
15,0.17246321278467433,0.950596457283238,0.9830282759472231,0.0005
16,0.1662209783191065,1.0290335442377105,1.0384332107289362,0.0005
17,0.16306335360083382,1.033273851451216,1.2090977500189541,0.00025
18,0.14836640952596683,0.9895400014923206,1.1175641634586155,0.00025
19,0.14349603741988742,1.0796937709471648,1.3264910884244632,0.00025
20,0.14137013385200395,1.031704737023061,1.2360945895986335,0.00025
21,0.1385420658750914,1.111129043827245,1.3213540110250723,0.00025
22,0.1370976612559124,1.0485690036269786,1.1723851210916252,0.00025
23,0.1356256625500001,1.0885318716443195,1.3253238359994746,0.000125
24,0.12649828440072414,1.186506246601795,1.3598141430945065,0.000125
25,0.12562068282201688,1.1576330425435974,1.325497409005568,0.000125
26,0.12471429076513633,1.1679743846586554,1.3994748193226205,0.000125
27,0.12300050509971971,1.2569569619976928,1.4360339810958809,0.000125
28,0.12304714395326387,1.193452883138974,1.39569384885145,0.000125
29,0.12004498975850174,1.2901412106261183,1.475581441818459,6.25e-05
30,0.11528270251181556,1.2485001488604468,1.4644530069171002,6.25e-05
31,0.11517300075876918,1.2747528839688267,1.4954308371784506,6.25e-05
32,0.1146749557629457,1.2702974475266824,1.4806464638606083,6.25e-05
33,0.11321519896695928,1.2874772918315087,1.5895276031485546,6.25e-05
34,0.11435293193329395,1.2788577532444485,1.584649445667265,6.25e-05
35,0.1134288316391684,1.2860103668620364,1.5341764900910737,3.125e-05
36,0.1108941460476799,1.3014839478698803,1.5458846265310748,3.125e-05
37,0.10985767086493237,1.2970005102954887,1.5833670810675833,3.125e-05
38,0.10929735846653964,1.284212116028725,1.540953350461118,3.125e-05
39,0.10901086451422987,1.3328651709243469,1.589081099736158,3.125e-05
40,0.10990224103292966,1.31815894608712,1.5753998423899853,3.125e-05
41,0.10883735633279902,1.300577797510509,1.5793070822349242,1.5625e-05
42,0.10798696919711802,1.3225487148231034,1.61043904138569,1.5625e-05
43,0.10724268344473191,1.3332049197937272,1.613044231560204,1.5625e-05
44,0.10745720517833919,1.3270593441243332,1.633449905856143,1.5625e-05
45,0.10696097050557411,1.3221167022615248,1.6081606917312203,1.5625e-05
46,0.10712567239085143,1.3391705610115883,1.5988419179606734,1.5625e-05
47,0.1062732557693724,1.3249023996993523,1.6375341324288029,7.8125e-06
48,0.10603975541164949,1.3449641124668752,1.621913506239765,7.8125e-06
49,0.1054792760203947,1.3526535816426948,1.6189390080725425,7.8125e-06
50,0.10627325102093317,1.3353789505121882,1.641273216648955,7.8125e-06
