Epoch,Accuracy,Precision,Recall,F1
1,0.8763365222284749,0.5008448382313173,0.4439651030712169,0.4675402772445845
2,0.8836053273307072,0.5157997426258342,0.48992523573827995,0.5009939710537273
3,0.8937347589570437,0.7129501202992675,0.5432820796150564,0.5764920299496512
4,0.8966422809979366,0.7159341786235113,0.6367471301793222,0.6562131270740402
5,0.8756799849934346,0.721629315527074,0.5141179609617467,0.5691535738894901
6,0.9024104295629338,0.8119657306599687,0.6744763884881274,0.7051059666955973
7,0.9031138623147628,0.800480518915736,0.646389701360185,0.6871210562087543
8,0.8979553554680173,0.8086928640554013,0.720632341261529,0.750589782216592
9,0.8891389983117614,0.7937799794583875,0.7090064444961235,0.7324256185138401
10,0.9004877133746014,0.8244237773707656,0.681828294445871,0.7387090573708711
11,0.9042862502344776,0.8121330387167894,0.731446611138186,0.7648086529100303
12,0.9053648471206153,0.833378653839055,0.7064827679626812,0.7591729806625844
13,0.9077565184768336,0.832454011494563,0.7327499472305257,0.7739492121987332
14,0.9052241605702495,0.8141129076558942,0.7629310299382929,0.7816943308719587
15,0.907709622960045,0.8400372698645882,0.7144953172406322,0.7670993646970672
16,0.9080847870943538,0.8691020156358343,0.7279544881097114,0.7783140676539423
17,0.9071937722753705,0.8640584424291878,0.7241600706575261,0.7725276697198836
18,0.9123522791221159,0.8165180208098944,0.8146086546930243,0.8140540435002989
19,0.9127743387732132,0.7726977708613645,0.7781905142232334,0.7738032050245037
20,0.9117895329206528,0.8739921743775844,0.7381781594117564,0.7940360591730933
