Epoch,Val MSE,Val MAE,Val RMSE,Val TolAcc,Test MSE,Test MAE,Test RMSE,Test TolAcc
1,9905.159453270999,59.39751309034901,99.52466756172059,0.009842058396213152,9810.297314719559,59.50347953971952,99.04694500447532,0.010545062567371232
2,7365.557770414176,47.74637899610215,85.82282779315871,0.030041711580822045,7266.4056057508815,47.8890221717292,85.24321442643327,0.03215072409429629
3,6796.21768283398,52.769613895039925,82.4391756559585,0.008904719501335707,6694.664896548694,52.907856120742316,81.82093189733722,0.00918592116979894
4,6741.142926492364,55.36002260998262,82.10446349920547,0.0076861789379950324,6638.739591543265,55.49248603541541,81.47846090558697,0.006139569761447251
5,6739.350442709959,56.035495956684784,82.09354690053269,0.007123775601068566,6636.739378804368,56.16396381167031,81.46618549315028,0.006795706987861461
6,6739.6047454762775,56.203084498810085,82.09509574558201,0.007123775601068566,6636.943368456976,56.330041183026154,81.46743747324433,0.006795706987861461
7,6599.515682868374,54.476859349847345,81.23740322578249,0.0048272953086188316,6489.016366269027,54.584386382983695,80.55443107780619,0.004077424192716877
8,6035.597730614917,49.92987693046101,77.68910947240235,0.01002952617518864,5927.376545782882,50.01462453883373,76.98945736776486,0.010966865070066082
9,5361.479477566258,43.68596142408924,73.22212423554959,0.03355673243661246,5250.737654630524,43.73207649659679,72.4619738527079,0.0336504663261002
10,4878.821557323213,43.78485699873663,69.84856159809745,0.02835450157004265,4766.940304653667,43.71521367998575,69.04303226722931,0.02919810657543235
11,4429.624482246189,39.783023272134116,66.55542413842909,0.032338191873271784,4324.905879145915,39.71049312647512,65.76401659833374,0.03313492993391761
12,3918.5653705128343,35.8170786762537,62.598445432077895,0.03669681773445189,3823.3785085640816,35.79514453893482,61.833474013385995,0.03843089468997516
13,3611.8274622721656,33.43931582486132,60.09848136410908,0.039602568308571964,3495.534316394042,33.181035579991224,59.12304386949341,0.04011810470075456
14,3231.0515287780954,30.453609810710407,56.842339226830696,0.044242395838215307,3102.2656254996214,30.08995495315411,55.69798582982711,0.04738248113605474
15,2958.271912059721,28.053253799926914,54.38999827229011,0.04649200918592117,2812.568572952177,27.588409630501513,53.033655097043585,0.048413553920419926
16,2702.3118047532753,25.837372239764473,51.983764818963195,0.051647373107747106,2587.4298193339882,25.547035377184386,50.86678503044976,0.05310024839480714
17,2363.48128881669,24.099377313504746,48.6156486001852,0.06088016122228992,2240.4030399118647,23.701705331682138,47.332895959489576,0.06064582649857056
18,2359.067043580986,23.59994576069734,48.57022795479743,0.06341097623845901,2240.173191832553,23.28486080252812,47.330467902108815,0.06655106153629844
19,2147.534986502456,21.775933119128503,46.34150393008902,0.05984908843792473,2011.3233728658272,21.486654076015522,44.84778002160004,0.05727140647701176
20,1874.1752584898147,20.551734533228142,43.291745847099016,0.0689881426629798,1750.8249152173728,20.22630614660481,41.8428597877508,0.07376857102685476
