Epoch,Accuracy,Precision,Recall,F1
1,0.8594564145894944,0.473680353010209,0.440156533400651,0.4521401837204144
2,0.8673895695441957,0.481448561942893,0.47074579100906117,0.47188330324090516
3,0.8700183072806646,0.490579148877422,0.4753400071037806,0.4810929698700887
4,0.8626015115241985,0.7096857011988332,0.4520561911982675,0.47424566612552765
5,0.8746185983194855,0.7108419291073687,0.5124424882311535,0.5321591682869661
6,0.8800168990283058,0.7497196005442545,0.6054355113937463,0.6344358092825733
7,0.87903112237713,0.7470541962353425,0.6086482017501146,0.6309899256596044
8,0.8801577242641881,0.823783825298949,0.5970262207964424,0.6492204033434065
9,0.8802985495000704,0.7782932188048095,0.6108828591915575,0.6533908097531982
10,0.8771534525653664,0.7942333925721199,0.6504295755698961,0.6849618622013617
11,0.8821292775665399,0.8302646993018605,0.609409464266867,0.6747332186247252
12,0.8787025301600714,0.7893832805904503,0.6498762322741388,0.6977039594414611
13,0.8892644228512416,0.844346054803177,0.6488916516047464,0.7094935937983902
14,0.8926442285124161,0.7837997585913997,0.7159830603365477,0.746560639955664
15,0.8946157818147679,0.8388439671080223,0.6847157102460506,0.7309073225550162
16,0.8951790827582969,0.803630106570769,0.6806592632526686,0.7167647421655357
17,0.9011406844106464,0.8528585672998665,0.6802890087730127,0.7341918132048643
18,0.900436558231235,0.8373251454363047,0.6859291496702865,0.7271767676529329
19,0.8947566070506502,0.758948332150085,0.7214518865403936,0.7347299252069893
20,0.9108576256865231,0.8434870237392521,0.7209313141922037,0.7572856662528383
